Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Avg_Trans_Value,Active_Utilization_Score,Tenure_Age_Ratio,Gender_M,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
-0.1654055800960332,0.5033681273277852,0.3846208780498676,0.7639426087506561,-1.327136030161504,0.4924037661358222,0.4466219030536973,-0.47342221766272585,0.4889708176333667,2.6234944422891098,-0.9597065735928221,-0.973895181755695,3.834002603581665,-0.7758822346288721,-1.3398008316777947,-0.7579094540423496,0.7823068590930111,1.0599556481738364,-0.21589388479418636,-0.6685214945779029,2.007685184806524,-0.2317077511603101,-0.41485718202952865,-0.4200758915325183,1.0773379863168544,-0.7985068536605181,-0.2826088739674091,-0.4633632803395092,2.4946447635753,-0.4226754811715635,-0.736436910936176,-0.3512121470969383,-0.10764410815542748,-0.04448400337033954,-0.2407937146979289
0.33357038345253087,2.0431986742084622,1.0107148200563958,1.4073061679039114,-1.327136030161504,-0.4116159836207899,-0.04136665206187948,-0.3666668215917064,-0.008485987883508435,3.563292844987829,-0.9164326068430317,-1.357340378311742,12.608572911589208,-0.616275654524625,-0.8897322854664251,-0.6782995675373804,1.0502797046018522,-0.9434357010341592,-0.21589388479418636,1.4958382162886006,-0.4980860582962204,-0.2317077511603101,-0.41485718202952865,-0.4200758915325183,-0.9282138128432161,1.2523374037627806,-0.2826088739674091,-0.4633632803395092,-0.4008586771957101,-0.4226754811715635,1.357889569561059,-0.3512121470969383,-0.10764410815542748,-0.04448400337033954,-0.2407937146979289
0.5830583652268129,0.5033681273277852,0.008964512845950725,0.12057904959740082,-1.327136030161504,-2.219655483134014,-0.5736977974168198,-1.4268583411935547,-0.445658333112182,8.367213806355556,-0.740981694034358,-1.9112056622260318,6.807863674940852,-0.9971549934097601,1.2020367217503414,-0.8450056798502582,-0.5945664059383502,1.0599556481738364,-0.21589388479418636,1.4958382162886006,-0.4980860582962204,-0.2317077511603101,-0.41485718202952865,-0.4200758915325183,1.0773379863168544,-0.7985068536605181,-0.2826088739674091,-0.4633632803395092,-0.4008586771957101,2.3658812600821326,-0.736436910936176,-0.3512121470969383,-0.10764410815542748,-0.04448400337033954,-0.2407937146979289
-0.7891255345317383,1.2732834007681237,-0.24147306395666054,-0.5227845095558545,1.6414782926434333,-1.315635733377402,-0.5852510777521379,1.6616857037576631,-0.7340996741261684,2.9428434140799373,-0.9517582939857177,-1.9112056622260318,6.807863674940852,1.7596859356636,-0.15387463866095427,2.670155876207396,0.6395821913763451,-0.9434357010341592,-0.21589388479418636,-0.6685214945779029,2.007685184806524,-0.2317077511603101,-0.41485718202952865,-0.4200758915325183,-0.9282138128432161,-0.7985068536605181,3.5384593058295892,-0.4633632803395092,-0.4008586771957101,-0.4226754811715635,1.357889569561059,-0.3512121470969383,-0.10764410815542748,-0.04448400337033954,-0.2407937146979289
-0.7891255345317383,0.5033681273277852,-1.8693173131736336,0.7639426087506561,-1.327136030161504,-2.219655483134014,-0.43087724622403095,-1.4268583411935547,-0.3028677684149454,6.455682103779034,-1.0562634517828304,-1.5703654875095456,7.5093252553320715,-0.9971549934097601,-1.2676588127453445,-0.8450056798502582,-2.143548829098632,1.0599556481738364,-0.21589388479418636,-0.6685214945779029,-0.4980860582962204,-0.2317077511603101,2.4104680919536836,-0.4200758915325183,1.0773379863168544,-0.7985068536605181,-0.2826088739674091,-0.4633632803395092,2.4946447635753,-0.4226754811715635,-0.736436910936176,-0.3512121470969383,-0.10764410815542748,-0.04448400337033954,-0.2407937146979289
-0.29014957098317423,-0.26654714611255337,0.008964512845950725,-0.5227845095558545,-1.327136030161504,-0.4116159836207899,-0.5085593025738837,0.10330233582439073,-0.5177136642960726,2.8105416971951653,-0.9761918942594089,-1.7407855748677887,0.5619153513375884,0.1309733341452596,-0.6544507101071262,-0.13235726319634109,0.3671078257354388,1.0599556481738364,-0.21589388479418636,1.4958382162886006,-0.4980860582962204,-0.2317077511603101,-0.41485718202952865,-0.4200758915325183,1.0773379863168544,-0.7985068536605181,-0.2826088739674091,2.158133892843848,-0.4008586771957101,-0.4226754811715635,-0.736436910936176,-0.3512121470969383,-0.10764410815542748,-0.04448400337033954,-0.2407937146979289
0.5830583652268129,1.2732834007681237,1.261152396859007,1.4073061679039114,-1.327136030161504,0.4924037661358222,2.848053744180521,1.3512361036890663,2.7263163529279724,5.543256470090958,-0.9049517585216588,-1.4425504219908634,0.04106962697524502,-0.7577451232533894,-0.7464899616166761,-0.5704257181412693,1.0845473319047731,1.0599556481738364,-0.21589388479418636,-0.6685214945779029,-0.4980860582962204,-0.2317077511603101,-0.41485718202952865,2.3805222345700576,1.0773379863168544,-0.7985068536605181,-0.2826088739674091,-0.4633632803395092,-0.4008586771957101,-0.4226754811715635,-0.736436910936176,-0.3512121470969383,9.289872127103315,-0.04448400337033954,-0.2407937146979289
-1.7870774616288665,-1.8063776929932305,-1.1180045827657998,-1.1661480687091097,-0.3375979225598582,-0.4116159836207899,2.250033947776201,0.28613629001498725,2.223909181146555,6.587983820663807,-0.8437205674743363,-1.2295253127930597,0.007466677016384131,-0.8230387242051269,-0.7533453321293849,-0.7218724878985241,0.5860604409825957,1.0599556481738364,-0.21589388479418636,-0.6685214945779029,2.007685184806524,-0.2317077511603101,-0.41485718202952865,-0.4200758915325183,-0.9282138128432161,-0.7985068536605181,3.5384593058295892,-0.4633632803395092,2.4946447635753,-0.4226754811715635,-0.736436910936176,-0.3512121470969383,-0.10764410815542748,-0.04448400337033954,4.152932319078514
-1.1633575071931614,0.5033681273277852,0.008964512845950725,0.7639426087506561,-0.3375979225598582,-2.219655483134014,1.5096337251442469,1.6616857037576631,1.3603452883319886,11.83899334253869,-0.8990641439978777,-1.7407855748677887,1.9732392496097444,-0.5872562763238527,-0.24098608483732656,-0.3223566590153702,1.6926587937182291,1.0599556481738364,-0.21589388479418636,-0.6685214945779029,-0.4980860582962204,-0.2317077511603101,2.4104680919536836,-0.4200758915325183,-0.9282138128432161,1.2523374037627806,-0.2826088739674091,-0.4633632803395092,2.4946447635753,-0.4226754811715635,-0.736436910936176,-0.3512121470969383,-0.10764410815542748,-0.04448400337033954,-0.2407937146979289
0.20882639256538985,-0.26654714611255337,0.008964512845950725,1.4073061679039114,0.6519401850417875,0.4924037661358222,0.3327395683198479,0.6309439485891996,0.27610506825805636,3.4857366661243434,-0.8722754979146742,-1.3999454001513025,0.7131286261524624,-0.47480618579586037,-0.665891824558074,-0.4012498856459786,-0.21676581492364777,1.0599556481738364,-0.21589388479418636,1.4958382162886006,-0.4980860582962204,-0.2317077511603101,-0.41485718202952865,-0.4200758915325183,-0.9282138128432161,1.2523374037627806,-0.2826088739674091,-0.4633632803395092,-0.4008586771957101,2.3658812600821326,-0.736436910936176,-0.3512121470969383,-0.10764410815542748,-0.04448400337033954,-0.2407937146979289
